time in s,power in W
0,220.44001008584507
900,250.9058031475559
1800,325.48809705898685
2700,220.44001008584507
3600,220.44001008584507
4500,220.44001008584507
5400,322.49534613503204
6300,325.48809705898685
7200,372.11633968798174
8100,220.44001008584507
9000,281.60752170956494
9900,220.44001008584507
10800,278.0924285086679
11700,383.1405154818097
12600,325.48809705898685
13500,372.11633968798174
14400,322.49534613503204
15300,220.44001008584507
16200,362.0018876833061
17100,220.44001008584507
18000,220.44001008584507
18900,220.44001008584507
19800,325.48809705898685
20700,384.3839498922319
21600,712.2732802864364
22500,441.31527618157475
23400,480.4727767360499
24300,529.1910110466124
25200,651.0307166236427
26100,567.357674512131
27000,377.2703151391302
27900,692.5350805124593
28800,813.217003134889
29700,774.9645089978158
30600,1751.9883383966676
31500,651.5476065204635
32400,967.9043317035016
33300,4192.839730979545
34200,1880.337715793282
35100,2005.1323520436788
36000,3092.274338999351
36900,1645.1790146359986
37800,1030.8656755066754
38700,811.0057120825827
39600,2242.6538446626373
40500,929.0572051329257
41400,631.8328844889063
42300,2273.835643749577
43200,614.0863466147547
44100,945.634554043057
45000,829.1774929505691
45900,665.5506290153511
46800,788.4593819075061
47700,943.5179588827385
48600,1140.3235183675833
49500,623.207395962999
50400,1744.5882335792028
51300,3416.706650689775
52200,3346.1940400329063
53100,1990.9661533145168
54000,786.622063036727
54900,983.4799686618038
55800,953.9543622321769
56700,2495.1475544341465
57600,2850.7741839678674
58500,634.2375926153197
59400,842.2073512664708
60300,2166.5151753588384
61200,2249.4156806000105
62100,928.4076135506753
63000,1199.4822461466683
63900,1138.1445965997866
64800,2979.3556321268916
65700,3611.793325197871
66600,2091.2454791831997
67500,2054.2821373910497
68400,2381.3644081247257
69300,4057.2017880949147
70200,4193.891737957919
71100,2734.5215525532026
72000,1256.600838527227
72900,2293.656131245695
73800,2458.3818923472772
74700,2318.610779137191
75600,2310.8712917374364
76500,1007.5939889336645
77400,1395.7608243544319
78300,1320.6393591437295
79200,1310.3896708411912
80100,1234.9861449151836
81000,1424.3037504189103
81900,908.2478857104745
82800,697.9285501160402
83700,726.5287283890514
84600,955.7616728050751
85500,625.4096135001411
86400,220.44001008584507
87300,220.44001008584507
88200,302.435165330269
89100,220.44001008584507
90000,220.44001008584507
90900,220.44001008584507
91800,437.9938279886795
92700,220.44001008584507
93600,416.25462232815266
94500,220.44001008584507
95400,271.6498963255709
96300,220.44001008584507
97200,576.9965257318415
98100,386.78394174895374
