time in s;power in W
900;6795.661
1800;11667.797
2700;11667.797
3600;11667.797
4500;11667.797
5400;11667.797
6300;11667.797
7200;11667.797
8100;11667.797
9000;11667.797
9900;11667.797
10800;11667.797
11700;11667.797
12600;11667.797
13500;11667.797
14400;11667.797
15300;11667.797
16200;11667.797
17100;11667.797
18000;11667.797
18900;11667.797
19800;11667.797
20700;11667.797
21600;11667.797
22500;11667.797
23400;11667.797
24300;11667.797
25200;11667.797
26100;11667.797
27000;11667.797
27900;11667.797
28800;11667.797
29700;11667.797
30600;11667.797
31500;11667.797
32400;11667.797
33300;11667.797
34200;11667.797
35100;11667.797
36000;11667.797
36900;11667.797
37800;11667.797
38700;11667.797
39600;11667.797
40500;11667.797
41400;11667.797
42300;11667.797
43200;11667.797
44100;11667.797
45000;11667.797
45900;11667.797
46800;11667.797
47700;11667.797
48600;11667.797
49500;11667.797
50400;11667.797
51300;11667.797
52200;11667.797
53100;11667.797
54000;11667.797
54900;11667.797
55800;11667.797
56700;11667.797
57600;11667.797
58500;11667.797
59400;11667.797
60300;11667.797
61200;11667.797
62100;11667.797
63000;11667.797
63900;11667.797
64800;11667.797
65700;11667.797
66600;11667.797
67500;11667.797
68400;11667.797
69300;11667.797
70200;11667.797
71100;11667.797
72000;11667.797
72900;11667.797
73800;11667.797
74700;11667.797
75600;11667.797
76500;11667.797
77400;11667.797
78300;11667.797
79200;11667.797
80100;11667.797
81000;11667.797
81900;11667.797
82800;11667.797
83700;11667.797
84600;11667.797
85500;11667.797
86400;11667.797
87300;11667.797
88200;11667.797
89100;11667.797
90000;11667.797
90900;11667.797
91800;11667.797
92700;11667.797
93600;11667.797
94500;11667.797
95400;11667.797
96300;11667.797
97200;11667.797
98100;11667.797
99000;11667.797
99900;11667.797
100800;11667.797
101700;11667.797
102600;11667.797
103500;11667.797
104400;11667.797
105300;11667.797
106200;11667.797
107100;11667.797
108000;11667.797
108900;11667.797
109800;11667.797
110700;11667.797
111600;11667.797
112500;11667.797
113400;11667.797
114300;11667.797
115200;11667.797
116100;11667.797
117000;11667.797
117900;11667.797
118800;11667.797
119700;11667.797
120600;11667.797
121500;11582.405
122400;11369.495
123300;11074.3
124200;10743.632
