time in s,power in W
0,38.17908238664448
900,38.17908238664448
1800,38.17908238664448
2700,38.17908238664448
3600,38.17908238664448
4500,38.17908238664448
5400,38.17908238664448
6300,38.17908238664448
7200,38.17908238664448
8100,38.17908238664448
9000,38.17908238664448
9900,38.17908238664448
10800,200.01312219920868
11700,200.01312219920868
12600,38.17908238664448
13500,38.17908238664448
14400,38.17908238664448
15300,38.17908238664448
16200,38.17908238664448
17100,200.01312219920868
18000,38.17908238664448
18900,38.17908238664448
19800,38.17908238664448
20700,38.17908238664448
21600,38.17908238664448
22500,38.17908238664448
23400,200.01312219920868
24300,200.01312219920868
25200,38.17908238664448
26100,38.17908238664448
27000,38.17908238664448
27900,973.1418605236803
28800,968.9919602642624
29700,2310.171781660163
30600,38.17908238664448
31500,38.17908238664448
32400,38.17908238664448
33300,38.17908238664448
34200,38.17908238664448
35100,38.17908238664448
36000,200.01312219920868
36900,200.01312219920868
37800,38.17908238664448
38700,87.97788549965902
39600,38.17908238664448
40500,2198.1244746558805
41400,2188.1647140332775
42300,243.17208489715458
43200,121.17708757500205
44100,81.33804508459042
45000,87.97788549965902
45900,1095.7621353698914
46800,130.513666754988
47700,385.3054723785127
48600,221.81147246218134
49500,241.73099370738714
50400,149.39640933904363
51300,121.17708757500205
52200,333.92167735205544
53100,133.07857510096318
54000,152.998096346169
54900,2286.5039652369637
55800,279.91007609403164
56700,180.31246986800255
57600,263.31047505636013
58500,403.8468003195424
59400,2186.9063590109345
60300,2210.1458004636747
61200,294.4390957473201
62100,315.73681029670206
63000,2382.844275036811
63900,2404.7055231853747
64800,254.6000532569085
65700,264.5598138795114
66600,304.398856369923
67500,282.53760822135905
68400,537.3294138448837
69300,587.1282169578982
70200,435.253937767937
71100,2452.562599395031
72000,2469.162200432703
72900,504.13021176954067
73800,565.8305024085163
74700,486.9944677843097
75600,466.6864296922567
76500,406.92786595663927
77400,464.7447027888985
78300,583.4197799035168
79200,233.66585778432122
80100,220.77469380103113
81000,192.83713883658064
81900,192.83713883658064
82800,200.01312219920868
83700,38.17908238664448
84600,38.17908238664448
85500,38.17908238664448
86400,38.17908238664448
87300,38.17908238664448
88200,38.17908238664448
89100,38.17908238664448
90000,38.17908238664448
90900,38.17908238664448
91800,38.17908238664448
92700,38.17908238664448
93600,206.53000410756934
94500,38.17908238664448
95400,38.17908238664448
96300,38.17908238664448
97200,38.17908238664448
98100,38.17908238664448
99000,38.17908238664448
99900,38.17908238664448
100800,38.17908238664448
101700,206.53000410756934
102600,38.17908238664448
103500,38.17908238664448
104400,38.17908238664448
105300,38.17908238664448
106200,206.53000410756934
107100,38.17908238664448
108000,38.17908238664448
108900,38.17908238664448
109800,38.17908238664448
110700,38.17908238664448
111600,38.17908238664448
112500,206.53000410756934
113400,206.53000410756934
114300,145.24650907962575
115200,178.4457111549688
116100,137.77668861267358
117000,322.7272113712699
117900,38.17908238664448
118800,38.17908238664448
119700,38.17908238664448
120600,38.17908238664448
121500,38.17908238664448
122400,38.17908238664448
123300,2556.254806391371
124200,206.53000410756934
125100,206.53000410756934
126000,38.17908238664448
126900,38.17908238664448
127800,38.17908238664448
128700,38.17908238664448
129600,2556.254806391371
130500,38.17908238664448
131400,38.17908238664448
132300,206.53000410756934
133200,206.53000410756934
134100,38.17908238664448
135000,38.17908238664448
135900,38.17908238664448
136800,206.53000410756934
137700,38.17908238664448
138600,38.17908238664448
139500,38.17908238664448
140400,38.17908238664448
141300,87.97788549965902
142200,137.77668861267358
143100,247.37885270689043
144000,407.3470197586242
144900,442.90113317817696
145800,1294.7099194427442
146700,1212.5418943062703
147600,300.49757602743927
148500,332.03681799901517
149400,2759.383184593584
150300,2759.383184593584
151200,336.62013774402755
152100,168.2692160231027
153000,257.33861332949334
153900,282.2380148860006
154800,332.03681799901517
155700,290.53781540483635
156600,2914.0210059987767
157500,563.6756012586089
158400,184.30036876373865
159300,2752.1748958814796
160200,2752.1748958814796
161100,2708.971135937949
162000,184.82401981518936
162900,184.82401981518936
163800,2702.899743819916
164700,125.06545607957192
165600,311.9374706967834
166500,2103.797232397024
167400,143.5865489758586
168300,176.78575105120163
169200,166.82599042859871
170100,206.53000410756934
171000,206.53000410756934
171900,38.17908238664448
172800,38.17908238664448
173700,38.17908238664448
174600,38.17908238664448
175500,2488.4730767748974
176400,188.68474382766053
177300,38.17908238664448
178200,38.17908238664448
179100,38.17908238664448
180000,188.68474382766053
180900,188.68474382766053
181800,38.17908238664448
182700,38.17908238664448
183600,38.17908238664448
184500,38.17908238664448
185400,38.17908238664448
186300,38.17908238664448
187200,38.17908238664448
188100,38.17908238664448
189000,38.17908238664448
189900,38.17908238664448
190800,188.68474382766053
191700,38.17908238664448
192600,38.17908238664448
193500,38.17908238664448
194400,188.68474382766053
195300,188.68474382766053
196200,38.17908238664448
197100,38.17908238664448
198000,38.17908238664448
198900,38.17908238664448
199800,2321.36781429621
200700,222.71392595488715
201600,193.38535208887313
202500,293.81293836678583
203400,213.30487333407896
204300,2012.13322265214
205200,275.0026692235524
206100,117.02718731558417
207000,87.97788549965902
207900,2371.1666174092243
208800,2454.164622597582
209700,2503.9634257105968
210600,2494.8336451398773
211500,204.17509276335963
212400,303.7726989893887
213300,249.8239956169563
214200,214.13485338596254
215100,221.60467385291471
216000,238.20427489058622
216900,238.20427489058622
217800,356.6653538778753
218700,286.1170494677714
219600,257.0677476518462
220500,2457.258474373054
221400,2825.824121842918
222300,125.32698783441994
223200,7815.56935792961
224100,115.36722721181702
225000,227.41453421609975
225900,365.47049487886216
