time in s;power in W
900;8013.8604
1800;15380.716
2700;21084.105
3600;22195.684
4500;22195.684
5400;22195.684
6300;22195.684
7200;22195.684
8100;22195.684
9000;22195.684
9900;22195.684
10800;22195.684
11700;22195.684
12600;22195.684
13500;22195.684
14400;22195.684
15300;22195.684
16200;22195.684
17100;22195.684
18000;22195.684
18900;22195.684
19800;22195.684
20700;22195.684
21600;22195.684
22500;22195.684
23400;22195.684
24300;22195.684
25200;22195.684
26100;22195.684
27000;22195.684
27900;22195.684
28800;22195.684
29700;22195.684
30600;22195.684
31500;22195.684
32400;22195.684
33300;22195.684
34200;22195.684
35100;22195.684
36000;22195.684
36900;22195.684
37800;22195.684
38700;22195.684
39600;22195.275
40500;22162.682
41400;22115.809
42300;22067.006
43200;22016.918
44100;21995.637
45000;22018.154
45900;22085.06
46800;22189.598
47700;22195.684
48600;22142.18
49500;21985.662
50400;21757.133
51300;21455.299
52200;21102.096
53100;20708.229
54000;20280.867
54900;19879.14
55800;19564.457
56700;19324.107
57600;19135.146
58500;19028.873
59400;19022.498
60300;19099.363
61200;19230.564
62100;19419.025
63000;19654.041
63900;19927.617
64800;20249.875
65700;20615.557
66600;21007.773
67500;21420.252
68400;21842.828
69300;22195.684
70200;22195.684
71100;22195.684
72000;22195.684
72900;22195.684
73800;22195.684
74700;22195.684
75600;22195.684
76500;22195.684
77400;22195.684
78300;22195.684
79200;22195.684
80100;22195.684
81000;22195.684
81900;22195.684
82800;22195.684
83700;22195.684
84600;22195.684
85500;22195.684
86400;22195.684
87300;22195.684
88200;22195.684
89100;22195.684
90000;22195.684
90900;22195.684
91800;22195.684
92700;22195.684
93600;22195.684
94500;22195.684
95400;22195.684
96300;22195.684
97200;22195.684
98100;22195.684
99000;22195.684
99900;22195.684
100800;22195.684
101700;22195.684
102600;22195.684
103500;22195.684
104400;22195.684
105300;22195.684
106200;22195.684
107100;22195.684
108000;22195.684
108900;22158.98
109800;21889.21
110700;21398.195
111600;20739.115
112500;19979.615
113400;19221.268
114300;18483.488
115200;17771.6
116100;17144.92
117000;16615.152
117900;16164.111
118800;15751.684
119700;15325.322
120600;14867.207
121500;14386.347
122400;13897.788
123300;13423.542
124200;12975.959
125100;12574.731
126000;12261.65
126900;12064.377
127800;11955.471
128700;11877.995
129600;11805.609
130500;11754.466
131400;11729.833
132300;11732.319
133200;11762.134
134100;11787.169
135000;11784.67
135900;11765.379
136800;11737.667
137700;11695.425
138600;11643.229
139500;11591.595
140400;11544.087
141300;11527.687
142200;11564.46
143100;11644.531
144000;11748.569
144900;11856.084
145800;11946.03
146700;12008.591
147600;12054.462
148500;12120.878
149400;12221.844
150300;12353.965
151200;12512.135
152100;12734.096
153000;13044.672
153900;13432.037
154800;13871.014
155700;14283.106
156600;14598.026
157500;14819.6
158400;14970.16
159300;15083.223
160200;15195.305
161100;15309.112
162000;15417.568
162900;15520.1455
163800;15618.064
164700;15709.637
165600;15792.408
166500;15849.199
167400;15873.712
168300;15870.285
169200;15844.163
170100;15817.512
171000;15816.279
171900;15842.271
172800;15882.251
173700;15903.834
174600;15897.988
175500;15870.279
176400;15824.775
177300;15764.636
178200;15697.723
179100;15626.382
180000;15550.855
180900;15479.191
181800;15430.368
182700;15406.969
183600;15395.535
184500;15384.336
185400;15360.009
186300;15325.012
187200;15285.088
188100;15251.481
189000;15235.928
189900;15234.516
190800;15236.785
191700;15226.432
192600;15197.187
193500;15150.264
194400;15089.754
195300;14937.037
196200;14634.947
197100;14206.785
198000;13683.823
198900;13142.98
199800;12677.058
200700;12282.346
201600;11938.28
202500;11643.995
203400;11400.7295
204300;11213.673
205200;11071.29
206100;10957.935
207000;10854.528
207900;10758.112
208800;10667.488
209700;10584.01
210600;10504.993
211500;10426.172
212400;10332.207
213300;10208.38
214200;10063.799
215100;9918.901
216000;9791.535
216900;9703.202
217800;9657.07
218700;9641.43
219600;9648.461
220500;9671.269
221400;9694.894
222300;9714.51
223200;9728.129
224100;9725.541
225000;9714.85
225900;9706.991
226800;9702.07
227700;9700.704
228600;9703.158
