T_air,sol_dir,sol_diff
8.4,0,0
7.8,0,0
6.6,0,0
5.8,10,12
6.6,103,48
8.0,252,60
9.7,423,59
10.4,540,61
11.6,325,256
12.4,275,323
13.6,93,355
13.4,120,357
13.4,33,306
13.8,10,241
14.1,25,237
13.5,93,209
13.3,21,142
12.9,8,77
12.2,0,21
11.6,0,0
11.1,0,0
11.0,0,0
10.7,0,0
10.9,0,0
10.7,0,0
9.8,0,0
9.3,0,0
9.8,0,3
9.7,0,28
9.7,0,57
10.1,0,93
10.4,0,152
11.0,0,194
11.7,0,201
12.0,0,193
12.9,13,251
13.2,3,226
12.9,0,170
13.5,3,182
13.5,17,161
13.7,47,106
13.1,0,58
12.6,0,17
12.4,0,0
11.8,0,0
11.1,0,0
10.4,0,0
10.5,0,0
11.3,0,0
11.0,0,0
11.3,0,0
10.5,0,4
10.7,0,23
11.3,0,81
11.9,8,163
13.2,43,250
13.4,30,288
14.6,62,333
16.1,12,294
15.1,0,218
16.0,17,287
16.2,22,266
15.6,11,220
14.4,0,146
15.3,27,142
14.6,22,82
13.8,2,25
12.8,0,0
12.5,0,0
12.2,0,0
12.4,0,0
11.6,0,0
11.1,0,0
10.0,0,0
9.0,0,0
9.5,0,7
10.3,13,51
12.4,7,98
14.0,2,142
13.7,33,240
14.9,43,290
15.1,22,298
15.7,51,330
16.8,14,291
16.3,72,318
17.7,117,289
17.3,55,242
19.3,122,191
18.8,215,89
17.9,74,73
15.3,11,28
14.3,0,0
13.4,0,0
13.0,0,0
12.6,0,0
12.7,0,0
12.0,0,0
11.4,0,0
11.2,0,0
11.4,0,8
11.4,0,24
12.5,3,96
14.4,237,162
16.9,480,131
18.8,536,176
20.5,419,296
21.7,265,383
22.0,73,366
22.5,69,344
22.2,47,298
21.6,207,277
21.7,132,222
21.7,61,158
20.4,4,74
19.2,0,5
17.0,0,0
15.2,0,0
14.1,0,0
13.3,0,0
12.5,0,0
12.4,0,0
12.2,0,0
11.9,0,0
11.5,3,13
12.6,29,62
14.4,135,113
17.4,311,124
19.5,394,171
21.9,578,146
24.5,575,206
25.8,392,334
27.1,432,319
27.1,389,317
28.5,374,279
28.5,348,227
28.2,330,153
27.5,210,121
26.3,88,85
24.2,13,31
21.3,0,0
19.7,0,0
19.0,0,0
19.0,0,0
18.1,0,0
17.3,0,0
16.5,0,0
16.3,0,0
16.2,0,5
17.3,41,67
18.1,166,113
20.2,278,152
22.6,362,203
24.6,461,230
25.9,525,254
27.1,560,268
28.5,611,246
30.1,520,273
30.0,296,325
29.6,154,292
29.6,64,223
27.9,20,146
26.0,20,89
24.7,13,34
21.9,0,0
19.6,0,0
18.8,0,0
18.5,0,0
17.5,0,0
16.5,0,0
15.8,0,0
15.7,0,0
15.9,0,6
16.8,0,23
17.2,0,55
17.7,0,107
18.4,4,203
19.0,6,251
19.2,5,269
19.5,40,341
21.5,383,333
24.3,766,99
25.2,708,85
25.6,557,105
26.3,101,217
23.0,0,30
16.6,0,17
17.3,0,7
15.8,0,0
15.3,0,0
14.6,0,0
13.7,0,0
12.8,0,0
12.0,0,0
11.2,0,0
10.8,0,0
11.3,10,17
10.8,86,67
13.4,208,99
16.9,343,120
19.0,465,140
19.6,404,246
18.9,135,370
20.0,43,344
21.0,63,363
19.8,7,268
18.3,0,172
15.8,7,221
16.9,134,228
13.5,47,161
12.8,41,92
12.4,12,33
10.7,0,0
9.4,0,0
9.3,0,0
8.9,0,0
9.0,0,0
8.1,0,0
7.6,0,0
7.2,0,0
7.3,8,20
7.8,87,60
9.6,220,77
11.5,255,144
13.1,220,243
13.9,170,324
15.0,261,344
16.0,335,345
16.8,295,364
17.4,400,302
18.2,436,239
18.0,381,202
18.0,294,166
18.0,130,154
16.7,83,90
15.3,12,39
13.1,0,1
11.6,0,0
10.3,0,0
8.7,0,0
8.2,0,0
7.9,0,0
7.4,0,0
7.3,0,0
7.2,15,22
9.2,100,59
11.7,243,72
14.5,401,72
17.0,548,71
18.6,625,97
19.5,612,166
21.1,640,183
21.5,604,212
21.7,527,236
21.9,446,235
21.8,391,198
21.5,300,164
20.7,218,117
19.4,101,85
17.5,17,38
15.5,0,2
14.4,0,0
13.2,0,0
12.4,0,0
11.3,0,0
10.4,0,0
9.5,0,0
9.0,0,0
9.7,16,22
11.4,99,59
13.5,237,74
16.1,393,76
17.9,539,77
19.3,652,82
20.6,702,108
21.7,469,284
22.1,354,345
22.9,427,291
23.5,294,309
23.7,253,264
23.1,159,223
22.4,146,149
20.8,86,90
18.6,14,39
17.2,0,1
16.0,0,0
15.8,0,0
15.7,0,0
14.8,0,0
14.2,0,0
13.6,0,0
13.3,0,0
13.6,2,16
14.2,19,65
15.4,87,134
18.7,50,208
19.9,96,286
22.6,298,302
24.1,429,296
25.3,494,295
26.1,462,318
26.6,501,276
26.7,386,289
27.1,356,237
26.5,296,183
25.8,178,148
24.5,82,98
22.3,11,40
20.2,0,2
18.9,0,0
18.5,0,0
18.1,0,0
17.4,0,0
16.4,0,0
16.1,0,0
15.6,0,0
15.7,16,23
16.8,81,63
18.8,177,99
21.9,244,154
23.8,302,213
25.4,227,313
25.8,341,319
26.6,687,160
27.7,609,215
27.3,404,307
27.4,301,310
26.6,84,292
25.9,8,189
25.3,13,151
24.6,4,82
23.6,0,19
22.7,0,0
21.7,0,0
21.0,0,0
20.6,0,0
19.8,0,0
19.3,0,0
18.5,0,0
18.0,0,0
18.2,0,3
18.6,0,27
19.3,14,122
20.2,64,214
20.8,53,284
22.6,329,301
24.0,444,303
23.3,237,413
23.8,126,418
22.0,35,351
20.6,1,228
17.3,0,155
16.3,0,83
16.5,0,60
16.5,0,52
16.2,0,16
16.0,0,0
15.7,0,0
15.9,0,0
15.7,0,0
15.8,0,0
15.7,0,0
15.7,0,0
15.5,0,0
15.5,0,2
15.4,0,13
15.0,0,39
14.9,0,61
15.1,0,93
15.1,0,111
15.2,0,135
15.3,0,130
15.4,0,133
15.1,0,133
14.6,0,99
14.6,0,108
14.8,0,133
14.7,0,110
14.6,0,33
14.5,0,6
14.2,0,0
14.3,0,0
14.2,0,0
14.0,0,0
13.7,0,0
13.5,0,0
13.4,0,0
13.3,0,0
13.3,0,3
13.3,0,13
13.5,0,27
13.5,0,65
14.5,0,157
15.7,0,220
15.4,0,243
16.1,0,169
16.2,0,156
15.8,0,214
16.8,0,226
17.0,1,201
16.5,2,177
15.7,4,150
15.2,0,70
14.9,0,31
14.6,0,0
14.1,0,0
13.9,0,0
13.0,0,0
11.9,0,0
11.6,0,0
11.3,0,0
11.0,0,0
11.3,11,23
12.3,53,76
14.1,137,130
17.3,256,168
18.2,281,242
19.7,226,330
18.7,107,385
18.7,1,258
18.8,3,282
18.9,73,378
19.0,50,333
19.5,106,309
19.8,79,246
18.5,31,171
17.8,14,100
16.8,0,36
15.5,0,1
14.6,0,0
14.4,0,0
13.6,0,0
13.8,0,0
13.9,0,0
13.3,0,0
12.9,0,0
12.9,2,18
14.2,13,64
15.7,9,114
17.6,43,210
18.9,75,288
18.8,71,342
18.7,4,274
20.1,3,274
18.6,20,341
19.6,71,386
19.0,113,370
16.0,10,242
16.6,0,121
16.1,5,137
15.5,0,75
14.7,0,34
14.0,0,0
13.7,0,0
13.3,0,0
12.5,0,0
12.2,0,0
11.5,0,0
11.9,0,0
11.5,0,0
12.0,0,5
12.5,0,26
13.1,13,110
13.6,82,190
15.3,409,126
16.7,269,264
16.3,220,324
17.0,19,312
18.0,82,361
18.9,198,338
19.0,259,288
19.5,272,231
19.7,124,213
18.5,36,159
18.0,3,82
16.4,1,35
15.2,0,2
14.2,0,0
14.1,0,0
14.6,0,0
15.4,0,0
15.8,0,0
15.8,0,0
15.4,0,0
15.6,0,4
15.2,4,48
15.7,79,144
17.2,76,204
17.5,11,209
18.0,0,190
16.5,0,159
16.4,0,177
16.4,0,163
15.9,0,101
15.3,0,85
15.3,0,77
15.2,0,68
15.2,0,74
14.8,2,79
14.3,4,39
13.7,0,0
13.1,0,0
12.6,0,0
12.0,0,0
11.5,0,0
10.8,0,0
10.0,0,0
9.7,0,0
9.8,15,20
10.5,7,44
11.2,7,91
12.0,21,158
12.8,77,233
13.3,8,237
14.1,16,284
14.5,15,306
14.6,7,286
15.2,21,307
16.3,13,269
15.9,65,279
16.1,109,224
16.0,74,160
15.4,9,89
14.8,0,23
12.4,0,0
12.0,0,0
10.8,0,0
10.3,0,0
10.4,0,0
9.9,0,0
9.7,0,0
9.8,0,0
10.0,0,5
11.2,6,46
13.5,42,117
14.8,153,196
16.3,296,214
16.8,189,297
17.2,230,349
18.6,217,399
18.4,102,394
18.5,77,376
19.1,152,357
19.2,215,295
19.8,168,237
18.5,76,177
18.1,18,102
16.4,5,40
15.9,0,0
15.3,0,0
13.9,0,0
13.1,0,0
13.2,0,0
13.4,0,0
12.8,0,0
12.6,0,0
12.7,1,17
13.7,0,37
14.4,0,70
15.4,33,177
16.7,133,269
16.8,156,312
16.9,89,366
17.4,172,409
18.4,278,399
19.7,229,394
18.7,217,359
18.7,113,310
18.2,140,250
18.3,159,166
17.0,90,105
15.3,19,44
13.7,0,0
11.9,0,0
10.6,0,0
10.2,0,0
9.3,0,0
8.6,0,0
8.4,0,0
8.5,0,0
9.1,15,22
10.2,115,58
12.9,251,79
14.9,396,90
16.5,546,91
17.9,671,92
19.8,763,95
20.5,806,99
20.9,769,128
21.8,714,140
22.1,635,141
22.3,513,144
22.3,373,139
21.1,237,121
19.9,112,92
18.4,20,43
16.0,0,0
14.7,0,0
14.4,0,0
13.1,0,0
12.1,0,0
11.3,0,0
10.8,0,0
10.5,0,0
10.1,25,25
12.5,116,60
15.0,247,82
17.9,393,95
19.8,539,98
20.9,664,99
22.5,757,100
23.0,800,107
24.2,787,122
24.9,735,133
24.9,641,142
25.6,521,145
24.5,385,139
24.4,246,121
22.7,117,94
20.6,23,45
17.9,0,0
16.2,0,0
15.2,0,0
14.2,0,0
14.1,0,0
13.5,0,0
12.9,0,0
11.9,0,0
11.6,25,26
13.2,114,65
16.2,234,94
19.3,371,114
21.8,511,124
23.0,632,130
23.6,591,208
23.2,549,269
23.4,393,357
21.2,217,397
19.9,178,365
20.0,219,302
18.6,250,216
17.2,103,181
16.7,1,83
15.6,0,27
13.8,0,0
12.2,0,0
11.6,0,0
11.0,0,0
10.6,0,0
10.8,0,0
10.5,0,0
10.2,0,0
10.2,0,5
10.4,24,56
10.7,145,83
11.9,251,108
12.4,85,243
12.6,12,253
14.3,60,318
13.7,4,265
14.8,223,326
17.1,401,238
16.0,31,277
16.0,0,176
17.4,34,207
16.3,49,156
15.5,23,95
14.3,4,38
12.7,0,0
12.6,0,0
12.1,0,0
11.9,0,0
11.1,0,0
10.3,0,0
9.4,0,0
8.6,0,0
8.3,18,22
9.8,131,52
11.4,237,74
12.3,349,99
13.2,511,95
15.3,70,320
14.1,3,258
15.5,81,373
16.1,30,337
17.2,57,351
17.3,148,348
17.9,242,279
17.1,174,231
16.4,168,154
15.5,128,87
15.4,16,44
14.4,0,0
12.3,0,0
12.1,0,0
10.2,0,0
10.5,0,0
9.8,0,0
9.8,0,0
10.8,0,0
11.0,0,6
11.2,0,45
11.7,1,95
12.4,41,201
13.9,145,270
14.5,31,296
15.2,42,334
17.4,196,392
17.6,294,377
17.3,52,347
15.1,2,221
17.8,237,283
14.9,28,220
16.1,41,172
15.2,74,106
14.6,3,38
14.0,0,0
12.7,0,0
11.6,0,0
10.7,0,0
9.9,0,0
9.2,0,0
8.4,0,0
8.0,0,0
8.2,20,24
9.9,115,59
12.6,233,83
15.1,410,77
16.9,575,77
18.8,691,77
19.5,612,178
20.3,284,378
20.5,161,401
21.3,100,376
20.6,39,310
20.6,31,267
19.9,24,218
20.9,41,173
19.4,102,98
17.6,26,47
15.8,0,0
14.6,0,0
13.2,0,0
12.5,0,0
11.4,0,0
11.0,0,0
10.0,0,0
10.4,0,0
10.4,0,4
12.3,0,21
13.8,0,75
15.4,39,204
17.7,372,186
19.6,425,237
20.6,208,374
20.7,97,386
20.3,65,377
20.2,59,360
20.9,51,323
21.1,89,302
21.6,146,246
21.8,180,157
20.1,92,104
18.1,26,49
16.6,0,0
15.6,0,0
13.9,0,0
12.3,0,0
12.3,0,0
11.1,0,0
10.2,0,0
10.8,0,0
11.7,0,5
13.9,24,66
16.2,181,94
19.2,384,77
21.1,577,54
22.0,697,61
22.7,782,68
24.8,628,191
25.5,322,360
24.2,247,365
25.4,274,323
25.6,328,241
25.0,263,195
24.5,162,155
23.6,100,95
22.0,9,43
19.9,0,0
19.1,0,0
17.9,0,0
16.4,0,0
13.9,0,0
13.4,0,0
12.1,0,0
10.8,0,0
11.3,4,22
14.9,61,78
17.5,170,125
20.0,296,163
21.7,420,191
22.9,471,240
24.4,286,384
24.9,283,417
25.3,245,434
26.0,283,407
25.4,282,367
25.5,226,322
25.0,198,255
23.8,77,195
22.9,6,96
21.6,0,28
19.8,0,0
19.0,0,0
17.6,0,0
17.2,0,0
17.6,0,0
16.8,0,0
15.8,0,0
15.1,0,0
14.9,1,16
15.0,61,66
16.2,207,84
18.4,385,80
20.0,520,86
21.1,469,196
20.9,284,341
22.0,236,386
23.2,309,370
23.7,465,280
23.8,519,205
24.1,450,178
23.5,385,129
23.0,255,112
21.6,124,90
20.2,24,46
18.3,0,0
17.0,0,0
15.9,0,0
14.7,0,0
13.5,0,0
12.4,0,0
11.9,0,0
11.5,0,0
11.9,14,22
13.3,97,57
15.1,237,70
17.6,396,71
19.0,510,87
20.0,506,169
21.6,680,119
22.6,789,85
23.9,818,76
24.9,770,88
24.8,675,102
25.8,553,109
26.2,409,112
25.6,261,106
23.1,127,87
20.8,26,45
18.6,0,0
17.2,0,0
15.8,0,0
14.9,0,0
14.6,0,0
14.1,0,0
14.4,0,0
13.1,0,0
13.0,21,24
14.6,114,55
17.5,249,71
21.4,403,74
23.8,556,68
24.5,681,70
25.7,773,71
27.2,816,79
27.8,805,92
29.4,748,108
29.4,651,122
29.6,531,127
29.7,393,125
29.2,246,116
26.6,117,91
24.8,22,46
22.3,0,0
20.6,0,0
19.4,0,0
18.7,0,0
18.4,0,0
17.5,0,0
16.3,0,0
16.1,0,0
15.4,17,23
16.6,103,56
19.3,237,70
22.9,397,70
25.7,555,61
27.8,676,64
29.1,712,97
29.9,725,127
29.3,688,161
30.1,496,258
31.7,325,302
31.7,185,292
31.5,126,239
30.6,148,160
28.5,62,108
26.4,3,38
24.1,0,0
22.7,0,0
21.1,0,0
20.2,0,0
19.5,0,0
18.7,0,0
17.7,0,0
16.7,0,0
16.7,0,12
17.8,0,43
18.9,54,143
20.1,210,189
22.4,395,189
23.2,409,263
25.6,616,208
25.9,674,214
25.9,601,264
26.8,447,328
27.4,359,325
26.2,221,314
26.9,173,253
26.0,200,157
24.6,96,111
23.2,21,50
21.9,0,0
20.6,0,0
19.9,0,0
19.6,0,0
19.5,0,0
19.5,0,0
19.4,0,0
19.2,0,0
19.5,0,7
19.4,17,65
20.0,0,78
19.4,0,115
20.2,32,255
21.5,264,308
23.2,482,271
25.2,431,328
25.4,627,236
26.9,638,209
27.9,542,217
27.8,337,253
28.4,233,221
27.6,171,163
26.2,54,112
24.7,0,34
23.4,0,0
23.0,0,0
22.0,0,0
21.7,0,0
21.5,0,0
19.8,0,0
17.6,0,0
17.6,0,0
17.8,0,10
18.2,2,44
19.2,95,119
21.1,307,114
22.4,109,260
21.6,46,296
24.0,266,336
22.8,48,336
22.0,6,265
21.6,42,320
23.4,246,319
23.7,103,274
24.5,103,223
23.3,82,164
22.4,12,90
20.3,0,20
17.8,0,0
17.9,0,0
16.4,0,0
16.4,0,0
15.4,0,0
14.7,0,0
13.5,0,0
13.1,0,0
13.0,18,23
14.0,107,60
14.9,240,80
17.1,373,93
18.3,498,109
19.8,582,134
20.7,554,211
21.3,207,378
21.8,44,337
21.9,0,175
21.0,7,240
22.0,40,260
20.6,18,197
20.3,20,148
19.2,0,67
17.4,0,10
15.3,0,0
14.9,0,0
15.0,0,0
15.3,0,0
15.6,0,0
15.6,0,0
15.5,0,0
15.3,0,0
14.7,9,23
14.6,8,56
15.4,0,59
16.5,0,80
17.2,0,162
17.8,0,182
18.1,0,235
18.9,4,264
20.2,0,225
20.2,2,234
20.5,1,212
20.9,48,281
21.2,99,252
20.8,86,187
20.4,48,116
19.6,11,46
18.0,0,0
17.4,0,0
16.8,0,0
15.9,0,0
16.4,0,0
16.3,0,0
15.6,0,0
15.1,0,0
14.9,1,15
15.2,0,36
16.3,0,87
16.9,5,154
17.7,38,248
19.6,185,315
21.8,395,293
22.7,336,348
23.1,298,366
24.6,378,321
25.1,477,236
25.7,478,167
25.6,352,156
25.3,196,144
23.0,95,101
22.1,14,44
20.3,0,0
19.0,0,0
18.1,0,0
17.4,0,0
17.0,0,0
16.4,0,0
16.0,0,0
15.6,0,0
16.3,2,16
17.1,31,71
18.5,24,126
20.2,58,207
21.7,152,286
23.6,253,334
25.1,239,387
25.4,85,385
25.9,134,408
27.2,166,398
26.7,108,352
26.5,0,156
25.3,0,45
23.3,0,31
22.2,0,19
21.7,0,5
21.6,0,0
21.5,0,0
20.9,0,0
19.6,0,0
19.3,0,0
18.6,0,0
18.4,0,0
17.9,0,0
18.0,0,8
18.1,0,27
18.4,0,76
18.9,0,114
20.3,15,229
21.3,33,298
23.1,134,373
24.3,276,390
25.9,563,280
26.9,552,267
27.6,459,271
28.0,396,236
28.1,116,242
28.4,1,115
24.5,0,48
22.8,0,11
22.2,0,0
21.7,0,0
21.6,0,0
20.8,0,0
21.0,0,0
20.6,0,0
19.9,0,0
19.1,0,0
19.0,0,3
19.1,0,18
19.2,0,79
20.3,1,128
20.6,0,117
21.3,91,300
21.8,118,335
22.9,78,339
22.4,0,141
18.5,0,96
18.8,0,109
18.0,0,64
17.3,0,142
18.9,167,143
18.7,106,90
18.2,12,41
17.7,0,0
17.1,0,0
16.8,0,0
16.2,0,0
15.6,0,0
14.7,0,0
14.7,0,0
14.1,0,0
14.1,2,16
15.4,63,62
16.9,215,85
19.5,381,90
21.6,517,103
23.1,629,115
24.9,682,139
25.5,432,310
25.9,267,370
26.5,55,331
24.8,0,108
21.0,0,65
21.2,115,227
21.8,215,137
21.6,83,103
20.4,1,35
19.9,0,0
18.7,0,0
17.9,0,0
17.7,0,0
17.2,0,0
16.9,0,0
15.9,0,0
15.2,0,0
15.4,16,21
16.2,80,55
17.5,166,93
19.0,272,127
20.0,204,236
20.8,168,302
20.7,251,331
21.4,208,356
21.3,282,350
22.4,175,341
23.1,80,298
23.3,132,267
22.9,187,210
22.8,131,155
21.9,90,96
20.3,8,39
17.4,0,0
15.7,0,0
15.8,0,0
15.3,0,0
15.7,0,0
15.3,0,0
15.2,0,0
15.2,0,0
15.4,0,3
15.7,0,20
16.3,1,84
17.1,112,190
19.3,394,162
20.6,376,247
21.5,381,297
22.6,282,356
22.9,237,367
23.6,168,349
23.2,204,321
23.6,309,248
23.7,307,178
23.9,208,138
22.5,87,100
20.9,8,41
19.9,0,0
18.1,0,0
18.4,0,0
17.5,0,0
16.3,0,0
15.8,0,0
15.2,0,0
14.5,0,0
14.6,0,3
15.6,4,44
16.3,0,28
15.8,0,109
17.1,98,237
18.6,195,274
18.8,19,277
20.2,144,323
20.2,18,285
17.2,78,304
18.9,201,273
18.1,137,241
20.4,414,86
19.4,105,143
18.9,0,63
16.2,0,15
15.8,0,0
14.6,0,0
14.9,0,0
14.7,0,0
14.0,0,0
13.4,0,0
13.1,0,0
12.3,0,0
12.4,0,4
13.6,12,44
14.3,202,41
16.3,303,62
16.5,75,217
15.9,34,254
15.2,162,276
17.0,85,297
14.1,79,297
14.1,20,266
13.8,7,228
15.6,301,160
15.7,65,184
15.0,6,119
14.9,56,79
14.7,28,31
13.9,0,0
13.2,0,0
12.5,0,0
11.7,0,0
11.3,0,0
9.7,0,0
9.7,0,0
9.5,0,0
9.9,0,3
11.1,0,20
12.3,0,60
13.4,0,126
14.5,10,215
16.0,3,225
15.6,0,230
14.7,0,203
14.9,6,275
16.2,3,249
16.7,4,230
16.7,3,199
16.7,2,162
17.0,8,136
16.6,13,98
16.2,0,26
15.8,0,0
15.6,0,0
14.9,0,0
14.2,0,0
14.5,0,0
14.7,0,0
14.4,0,0
14.4,0,0
14.5,0,3
14.8,14,46
15.5,0,33
15.8,0,88
16.4,0,129
14.8,0,73
15.4,6,247
16.8,155,305
18.0,189,302
18.8,308,260
19.0,254,243
19.6,348,168
17.2,96,190
15.8,38,141
16.0,58,84
15.4,24,35
14.8,0,0
14.5,0,0
14.3,0,0
13.8,0,0
13.0,0,0
13.5,0,0
13.4,0,0
13.6,0,0
13.5,0,3
14.2,1,36
15.5,23,107
16.9,162,165
16.7,61,242
15.5,29,271
15.0,138,326
17.9,333,313
19.2,476,262
19.4,235,321
19.1,41,277
18.0,1,179
17.9,39,203
18.4,170,138
18.2,33,94
16.3,7,36
15.1,0,0
13.9,0,0
13.1,0,0
12.4,0,0
11.9,0,0
11.3,0,0
10.8,0,0
10.4,0,0
10.6,2,11
10.0,62,58
11.6,182,88
13.9,214,147
16.1,263,213
17.3,350,245
18.6,292,323
19.4,123,367
19.8,162,374
21.0,162,363
21.3,112,329
21.8,25,252
21.2,117,224
22.1,221,122
20.9,83,93
18.8,20,41
17.3,0,4
17.4,0,0
17.4,0,0
17.4,0,0
16.5,0,0
15.5,0,0
15.3,0,0
14.8,0,0
14.5,0,6
14.7,40,51
15.9,95,108
17.5,245,129
18.9,366,154
19.9,360,235
20.9,403,270
22.4,464,272
23.2,157,369
23.1,77,343
22.8,105,323
24.0,46,265
21.6,0,142
20.4,2,115
20.4,38,97
19.1,3,34
17.8,0,0
15.6,0,0
14.6,0,0
14.2,0,0
14.5,0,0
13.7,0,0
13.2,0,0
12.4,0,0
12.1,1,9
12.4,58,57
14.0,183,86
16.7,326,100
18.4,456,108
19.7,504,157
20.6,330,307
21.8,198,364
21.7,221,367
22.6,412,294
23.0,422,248
23.1,383,205
23.2,337,148
22.7,116,158
21.7,3,78
20.1,0,20
17.9,0,1
16.6,0,0
15.8,0,0
14.9,0,0
14.5,0,0
13.8,0,0
13.8,0,0
12.9,0,0
12.8,0,4
14.0,13,48
15.6,127,99
18.6,311,106
21.6,454,111
23.7,592,109
25.6,648,135
27.0,661,167
28.2,656,182
29.5,592,202
30.6,564,173
31.2,371,214
31.1,252,192
31.3,139,154
30.3,77,94
27.7,13,38
25.5,0,2
25.2,0,0
24.0,0,0
23.2,0,0
22.6,0,0
22.0,0,0
21.9,0,0
20.4,0,0
19.8,0,8
20.8,0,29
22.7,18,110
24.2,169,178
28.2,302,209
31.4,419,230
32.3,444,279
35.2,448,314
35.5,368,357
34.9,408,324
34.8,467,254
34.4,388,227
33.5,269,201
30.8,129,167
29.7,16,94
28.4,0,8
26.7,0,0
22.9,0,0
22.7,0,0
21.8,0,0
20.5,0,0
20.2,0,0
20.2,0,0
19.9,0,0
19.6,0,1
19.3,27,51
18.9,158,88
20.3,291,109
22.0,452,111
23.5,607,100
24.8,687,112
26.2,738,119
27.0,703,150
27.5,644,169
27.4,507,204
28.2,412,191
28.6,181,218
27.6,112,160
25.9,13,89
25.2,0,7
23.7,0,0
21.9,0,0
21.1,0,0
20.5,0,0
19.2,0,0
19.1,0,0
18.4,0,0
17.3,0,0
17.1,0,4
17.9,7,43
19.4,60,110
20.9,211,147
23.1,250,214
24.5,386,226
26.4,416,269
27.4,359,328
28.6,405,316
28.8,317,337
30.6,325,296
30.3,272,258
30.2,209,208
29.6,103,162
23.0,22,93
19.0,0,21
18.8,0,0
18.8,0,0
18.2,0,0
18.0,0,0
18.0,0,0
16.8,0,0
16.3,0,0
15.9,0,0
15.6,0,3
15.9,17,48
16.7,111,100
18.1,253,122
19.8,357,154
21.1,414,202
21.7,168,334
22.4,122,354
23.4,170,368
23.5,217,352
23.7,392,256
24.3,416,182
23.7,334,145
22.1,106,158
21.2,14,88
20.0,2,27
18.6,0,0
18.0,0,0
17.0,0,0
16.0,0,0
15.6,0,0
14.8,0,0
14.7,0,0
13.7,0,0
13.4,0,5
13.5,47,51
14.8,160,86
16.9,298,104
18.3,336,169
19.7,442,190
20.5,30,299
20.9,22,295
21.4,159,364
20.6,60,326
21.3,29,273
20.7,1,175
20.7,53,209
19.8,18,139
19.6,11,83
18.8,0,25
17.2,0,0
16.2,0,0
15.1,0,0
14.2,0,0
12.2,0,0
11.5,0,0
11.7,0,0
11.0,0,0
10.3,0,1
11.1,30,50
13.1,99,107
16.4,175,162
18.7,253,216
20.2,444,197
21.5,347,302
21.8,381,321
22.5,389,326
23.8,258,352
22.8,111,318
23.5,119,278
23.1,165,220
23.0,98,160
21.9,51,93
19.9,2,28
18.4,0,0
18.5,0,0
17.5,0,0
18.0,0,0
17.3,0,0
16.9,0,0
17.0,0,0
16.9,0,0
16.2,0,5
16.0,0,20
16.3,0,33
15.4,0,45
15.8,0,105
16.2,107,300
19.6,171,341
20.0,0,201
21.6,95,355
23.7,31,299
23.6,23,267
24.2,2,190
23.0,0,115
22.8,0,58
22.6,0,23
21.4,0,5
20.5,0,0
19.9,0,0
18.9,0,0
18.3,0,0
17.6,0,0
17.2,0,0
16.8,0,0
16.3,0,0
15.4,0,1
14.9,20,47
15.4,69,106
17.2,219,137
19.2,358,154
21.0,462,174
21.8,288,310
20.5,93,343
22.4,242,354
23.1,42,305
23.4,304,291
23.9,434,173
23.3,236,189
21.8,103,154
19.2,15,86
18.4,0,22
17.1,0,0
16.9,0,0
16.5,0,0
16.4,0,0
15.8,0,0
15.6,0,0
14.8,0,0
14.7,0,0
14.6,0,4
14.5,0,29
14.8,0,71
15.5,35,172
16.4,80,247
17.6,124,305
18.7,25,295
19.8,75,346
19.8,73,349
20.7,85,342
20.8,38,282
20.5,0,137
20.8,1,151
18.1,0,97
17.4,0,64
17.6,0,16
16.9,0,0
16.8,0,0
16.8,0,0
16.3,0,0
16.0,0,0
16.2,0,0
15.9,0,0
15.9,0,0
15.9,0,0
15.8,0,13
16.6,15,84
17.2,123,130
18.1,79,206
19.1,180,233
20.5,276,236
21.8,319,243
23.0,155,296
23.6,80,287
24.6,58,256
23.9,150,214
24.1,152,165
19.5,12,123
19.7,20,78
18.5,0,21
17.1,0,0
15.4,0,0
14.5,0,0
13.2,0,0
13.8,0,0
13.1,0,0
12.1,0,0
12.3,0,0
12.7,0,3
12.5,49,43
14.0,176,72
17.1,334,74
19.1,496,72
21.0,622,61
21.0,477,206
21.9,176,336
23.7,153,342
23.7,162,329
23.2,148,299
22.4,44,243
21.9,46,201
21.6,25,139
19.9,5,76
18.6,0,20
17.6,0,0
16.8,0,0
16.8,0,0
15.5,0,0
15.1,0,0
13.7,0,0
13.1,0,0
12.9,0,0
12.2,0,0
12.6,32,33
15.0,130,68
16.3,285,78
18.2,458,75
20.1,449,151
21.0,351,269
22.2,360,301
22.7,290,339
23.4,120,349
23.9,108,319
24.4,137,274
24.2,116,215
23.4,43,150
22.7,32,78
20.2,1,15
18.8,0,0
18.3,0,0
16.9,0,0
17.3,0,0
16.2,0,0
16.9,0,0
15.5,0,0
14.9,0,0
15.4,0,0
15.1,17,36
15.5,0,69
16.1,50,175
18.4,331,169
19.7,249,287
20.4,37,323
19.4,0,211
19.4,0,211
18.1,0,191
17.1,0,182
16.8,0,145
16.7,0,133
16.7,0,92
16.4,0,51
16.2,0,7
16.1,0,0
15.8,0,0
15.0,0,0
14.8,0,0
14.7,0,0
14.4,0,0
14.2,0,0
13.8,0,0
13.8,0,0
13.6,6,28
14.2,73,83
15.8,35,160
17.1,36,225
18.6,82,289
19.8,191,323
21.6,346,307
21.2,100,358
22.3,107,346
22.8,75,311
22.6,25,243
21.4,0,120
21.3,7,125
20.9,11,75
19.5,0,14
17.3,0,0
