40,48
39,21
38,55
40,71
49,05
60,67
58,93
55,47
48,15
43,46
41,69
40,47
41,01
43,37
43,82
49,06
46,78
42,08
39,42
38,75
38,52
32,51
34,49
36,71
38,42
39,39
39,82
41,72
50,31
61,52
62,31
62,31
64,56
62,85
58,63
57,81
57,96
58,04
60,35
63,06
65,79
62,63
61,77
53,38
50,12
46,98
42,8
41,63
40,98
40,4
41,38
42,31
51,1
57,59
59,01
53,34
53,54
53,32
53,19
52,81
52,93
54,3
56,73
60,27
62,4
59,62
55,8
50,49
49,5
46,18
46,25
45,21
41,24
38,05
37
39,04
48,06
53,29
53,04
51,98
51,47
46,38
43,24
42,32
40,75
41,63
41,77
51,37
51,4
45,75
46,07
41,47
38,71
33,68
32,73
33,24
32,57
31,16
35,71
38,99
45,85
56,33
57,94
54,91
51,35
50,66
44,59
39,51
38,77
42,31
43,98
49,61
50,66
46,04
35,88
33,96
27,56
24,47
0,02
0,08
-4,09
-4
0,06
0,09
0,05
6,37
12,08
11,18
10,64
4,12
0,05
-0,1
-2,05
0,09
9,64
26,97
36,17
25,97
16,96
0,09
12,91
0,09
22,88
16,16
16,02
12,45
10,19
14,51
7,01
10,98
20,62
32,95
36,75
38,68
32,5
34
31,2
27,99
32,61
39,41
49,19
49,48
43,1
28,99
34,37
30,58
-0,01
-1,22
-0,04
-3,54
-3,95
5,65
39,91
49,04
49,41
44,99
39,94
38,73
36,59
38,54
38,66
38,86
38,61
48,11
48,51
48,73
47,96
41,27
45,19
37,34
37,29
32,8
29,71
31
36,08
40,02
46,44
55,19
54,91
57,33
55,66
50,93
50,02
49,59
49,98
50,17
52,84
56,92
60,47
51,27
45,96
41,6
43,96
41,51
34,14
37,21
36,29
33,31
37,58
35,34
45,84
52,46
49,99
47,33
46,96
46,66
46,14
46,15
46,3
46,82
49,71
53,94
56,55
54,34
50,13
46,42
46,43
43,16
40,74
39,15
38,64
39
38,47
43,04
53,17
60,73
63,67
56,99
53,01
46,12
44
44,65
44,62
47,12
52,39
55,63
60,2
61,93
54,97
49,69
47,48
42,76
43,75
42,19
41,72
40,19
41,1
43,67
52,98
59,98
61,73
55,41
51,71
44,11
42,87
42,43
42,52
44,41
48,18
53,61
56,54
55,49
51
43,37
44,43
39,45
35,42
35,19
36
36,29
36,52
35,5
38,39
40,39
40,94
36,08
31,09
35,19
35,62
36
37,21
39,61
42,11
46,83
52,06
48
46,47
40,67
38,99
40,7
35,57
35,46
37,24
36,27
36,13
36,74
36,52
38,82
40
38,88
36,15
36,5
37,41
35,09
35,12
36,27
39,36
44,03
49,6
50,07
46,15
38,27
42,83
38,75
39,41
38,78
38,78
38,2
38,8
40
51,72
57,37
56,01
52,61
48,43
44,81
43,09
42,91
44,73
47,35
50,9
52,94
56,94
55,76
51,91
43,98
42,23
35,87
36,09
35,43
35,42
36
36,08
38,1
44,95
48,68
46,76
44,22
41,37
36,45
36,31
36,41
38,09
38,87
42,9
50,92
54,09
52,42
44,9
41,63
39,74
35,69
35,26
34,88
32,95
35,06
36,06
38,06
49,12
54,66
54,58
53,08
52,09
49,73
43,74
45,05
45,58
46,01
49,79
51,96
54,25
54,34
50,75
44,06
43,27
40,13
37,13
36
35,49
35,36
36,08
37,9
45,35
49,78
50,5
46,7
43,2
40,2
36,44
37,15
39,13
42,89
46,3
50,61
53,1
52,98
51,39
46,13
45,08
42,69
41,48
40,32
39,84
39,59
39,35
42
50,4
55,03
57,95
55,62
54,14
53,06
51,45
48,99
45,88
44,75
46,46
50,42
52,4
50,47
46,06
43,02
44,58
39,6
38,04
36,54
36,06
36,01
35,61
36,03
37,3
41,11
43,57
41,72
40,94
38,02
35,66
35,32
35,62
35,49
42,34
47,49
51,57
50,97
46,99
40,35
41,59
39
37,82
36,96
36,97
36,21
36,21
37,04
36,98
37,98
39,11
39,79
37,65
37,06
37,14
35
34,54
35,25
37,04
42,37
51
51,47
50
44,46
47,65
44,1
38,7
37,02
37
36,37
36,06
40,07
50,02
56,88
55,59
50,72
45,18
41,85
40,09
38,98
37,88
42
44,4
51,15
55,07
54,4
50,61
43,09
42,4
40,4
37,1
37
36,84
35,88
36,77
39,41
48,74
53,04
51,88
49,92
44,39
41,69
39,28
39
37,91
41,45
46,88
53,46
58,17
54,94
50,92
47,57
46,8
41,41
40,98
39,42
38,58
37,99
39,16
41,48
50,84
58,71
54,19
49,95
44,57
40,79
39,63
39,58
40,06
40,62
44,94
49,92
51,96
51,82
46,69
41,58
41,39
36,21
29,78
30,41
29,8
27,61
28,96
32,93
42,45
48,87
47,47
42,7
42,47
38,89
38
37,08
38,05
40,7
42,73
48,03
50,96
50,97
48,54
44,2
43,21
41,44
39,4
37,1
36,67
36,27
37,33
39,63
46,75
47,98
49,99
50,28
51,15
50,97
48,56
47,4
46,91
45,97
46,93
50,79
52,59
52,49
48,66
46,53
45,65
44,41
44,19
43,28
41,09
39,49
39,59
39,97
41,42
43,92
47,89
48,6
47,9
45,84
43,9
40,21
39,26
39,18
40,92
43,84
46,49
46,8
38,27
32,07
30,52
25,34
22,77
8,67
1,84
0,09
0,07
0,03
-2,81
-0,04
2,86
0,08
0,11
3,33
4,02
1,06
2
4,75
15
22,72
31,8
38,49
24,83
19,92
24,3
19,47
-0,07
-0,21
-6,86
-7
-2,47
6,24
25,83
37,96
33,1
20,69
7,54
0,09
4,28
0,07
5,28
12,81
14,81
27,09
42,46
43,02
25,98
21,1
10,06
-2,39
-0,08
-2,39
-4,95
-1,92
-2,23
11,23
33,49
44,24
40,76
34,59
27,31
31,07
32,45
34,04
37,7
44,09
46,39
49,27
55,01
55,23
51,1
48,09
46,09
41,54
36,08
32,69
33,01
32,2
30,7
33,11
43,81
47,46
47,38
40,04
33,13
29,79
28,65
28,62
28,9
28,66
29,37
36,88
43,7
43,9
40,38
28,96
29,55
27,49
25,05
23,81
21,16
17,97
21,8
23,17
31,58
39,91
39,4
32,39
28,35
28,54
28,22
25,63
27,62
27,54
28,24
34,06
43,95
45,01
39,76
27,12
29,25
7,01
12,49
-2,47
-4,97
-1,71
0,76
19,94
25,78
36,05
32,34
25,06
22,96
25,61
23,35
23,48
25,38
33,71
38,34
43,07
48,72
50,95
44,04
40,57
39,24
30,61
27,67
15,4
4,24
0,07
0,06
0,03
-0,04
0,13
10,05
8,54
7,83
11,03
0,74
0,04
-0,08
-0,82
0,08
10,96
22,8
25,08
21,62
11,96
13,37
0,72
-23,04
-11,15
-12,55
-2,89
-2,6
-0,86
4,97
19,32
26,24
28,97
27,12
32,46
31,01
27,84
23,06
23,07
23,79
29,17
31,01
40,92
29,91
24,89
26,63
22,92
21,8
19,81
22,02
16,21
18,22
24,4
39,45
47,96
48,06
46,84
45,31
42,66
39,95
38,69
36,9
37,11
39
46,28
50,29
57,9
50,06
47,52
47,61
44,01
40,98
38,97
36,91
35
32,92
36,3
46,83
52,05
51,37
48,02
43,81
38,72
35,82
31,76
31,06
32,93
35,26
40,06
44,02
41,57
33,01
26,49
23,87
0,36
7,07
0,06
-0,07
2,45
8,09
19,17
25,91
36,48
26
18,5
2,28
8,24
10,8
5,23
13,97
20,07
23,83
30,62
35,55
39,91
30,25
25,52
24,3
18,9
24,17
22,25
20,37
20,5
22,33
27,08
37,69
42,37
42,6
38,56
40,32
39,29
39,26
38,67
37,79
34,85
31,11
34,62
37,58
39,13
33,6
29,79
27,38
19,76
11,91
13,43
11,37
7,65
13,17
22,28
28,6
40,79
42,56
42,59
41,54
40,97
39,91
33,54
25,89
24,76
22,46
24,47
28,75
35,94
24,34
17,19
0,07
10,79
-1
-2,68
0,01
-1,96
2,02
2,33
9,97
21,59
27,93
34,18
34,14
31,91
30,9
26,37
24,76
23,4
26,23
26,23
28,95
28,27
22,78
5,74
9,09
2,1
-2,3
-3,34
-9,33
-13,53
-6,23
-9,9
-11,37
-11,26
-9,93
-8,53
-6,66
-0,75
-7,06
-9,99
-17,36
-20,23
-10,01
5,33
28,87
36,66
30,64
23,34
25,94
17,22
17,65
12,86
14,27
14,45
6,03
22,51
41,27
46,37
44,13
41,2
33,18
32,03
27,71
24,32
24,93
24,5
35,57
41,95
45,74
48,44
45,64
42,96
41,7
36,77
39,08
38,49
37,45
36,47
36,42
40,29
46,96
51,27
54,38
49,69
46,31
44,55
43,31
42,89
42,48
43,74
44,61
48,96
55,17
60,73
52,55
46,46
44,72
41,08
38,28
36,3
35,05
34,33
34,69
37,2
43,66
46,89
43,85
42,88
39,19
39,86
37,59
37,47
38,16
40,36
42,1
45,49
51,08
55,55
49,01
44,24
42,97
39,76
35,47
34,7
33,51
33,04
33,1
35,93
44,03
46,25
44,91
41,28
38,5
35,89
35,43
34,5
34,61
36,81
39,27
43,4
46,7
55
47,53
43,92
41,94
39,28
39
35,95
36,69
36,39
36,28
39,95
46,01
50,98
49,2
44,97
40,41
36,57
35
34,3
34,46
35
37,78
44,05
46,91
50,17
46
40,61
39,9
37,12
35,53
34,94
34,9
33,1
33,05
34,6
36,64
38,86
38,43
37,38
34,53
31,95
29,82
29,06
28,25
29,52
31,38
37
41,05
44,99
42,25
39,1
40,35
37,93
39,15
36,05
34,45
33,61
33,85
34,2
34,32
34,98
36,6
35,81
33,78
32,01
31,1
25,08
24,13
23,79
25,1
33,02
39,37
42,6
39,33
36,34
34,47
29,99
24,34
22,5
23,01
20,89
21,57
26,05
34,45
38,39
39,17
29,93
29,96
30,79
30,06
31,33
29,25
29,67
28,94
36,68
41,2
46,45
42,87
39,81
39,99
37,56
33,25
30,79
30,07
30,01
30,03
32,5
39
42,8
42,75
35,9
32,54
32,58
32,51
31,78
30,87
31,94
34
39,76
43
49,4
46,41
43,37
42,28
38,42
36,62
34,81
34,27
33,37
34,14
36,82
42,01
46
47,04
43,94
41,48
40,61
40
39,58
38,75
39,47
39,18
41,49
44,17
47,91
43,99
41,22
40,83
36,92
32,73
33,67
33,38
33,29
33,12
36,67
44,48
49,13
48,79
46,78
44,12
43,36
42,54
42,39
43,06
44,09
44,47
46,98
48,16
52,77
46,61
43,48
42,38
39,32
39,28
34,1
34,44
34,47
34,99
38,04
45,56
48,44
47,62
43,07
38,2
34,49
33,43
32,87
32,4
33,13
36,01
44
49,54
49,33
47,94
43,04
42,75
39,32
37,49
36,68
34,36
34,61
36,08
35,02
33,51
33,23
34,93
33,17
31,63
29,24
28,77
25,92
25,45
29,25
32,02
37,39
44,99
45,96
43,08
40,53
40,86
36,85
40,1
33,95
31,95
31,9
30,54
30,81
32,01
33,07
32,78
28,82
25,17
25,15
10,46
1,11
1,02
11,51
26,73
33,97
38,69
41,8
39,08
40,3
37,51
31,06
29,96
31,07
31,08
31,09
37,22
47,08
56,95
53,56
45,95
42,2
39,11
34,3
32,29
31,1
31,55
31,8
35,74
43,06
45,1
45,06
39,41
35,8
30,65
29,11
26,93
25,43
25,16
27,52
31,04
40,29
43,78
43,13
39,53
36,68
31,39
29
29,09
29,49
29,09
30,1
35,08
40,73
43,15
42,74
38,2
35,08
30,69
31,9
31,5
31,08
31,19
32,57
35
42,98
48,25
52,42
54,72
49,47
47,99
45,01
43,11
41,77
41,48
41,73
42,68
45,44
51,32
52,34
44,08
39,1
36,58
35,6
35,12
33
32,59
34,13
36,86
44,67
53,64
59,86
46,92
48
47
40,85
41,32
38,59
38,3
38,1
40,08
45,23
50,5
48,93
43,81
38,49
36,8
35,36
35,47
34,49
33,76
36,17
38,63
44,84
53,16
58,67
53,64
46,58
44,01
41,18
40,08
38,64
38,34
38,64
40,96
44,35
47,23
46,94
41,99
41,33
40,33
41,65
39,86
38,31
36,1
36,13
37,27
39,2
42,03
44,06
46,51
42,72
40,91
34,56
33,66
31,03
31,02
31,04
32,41
41,28
42,91
41,88
39,99
39,21
36,22
36,05
37,71
37,13
35,5
35,64
36,17
36,69
39,43
40,51
40,66
36,63
34,99
34,68
31,5
28,03
28,92
31,4
34,87
42,9
46,65
49,65
46,27
45,55
44,01
38,84
37,7
36,73
36,3
37,2
41,6
54,96
59,47
60
58,62
49,1
44,4
42,82
41,85
40,42
40,17
39,73
42,84
45,05
48,46
46,58
43,42
41,94
37,44
34,75
34,69
35,6
34,96
35,12
37,47
47,2
52,08
55,32
49,47
46,73
44,79
42,76
40,94
39,59
37,38
37,39
40,71
44,09
47,01
45,94
42,76
42,01
39,07
37,51
37,18
36,54
35,78
36,63
38,55
46,99
54,43
58,02
50,59
46,21
44,44
41,16
39,98
38,22
37,6
38,12
42,6
46,5
47,2
46,97
44,56
42,6
39,23
37,5
37,07
37,07
36,52
37,1
38,87
47,91
56,4
59,24
51,7
48,55
45,98
43,95
39,86
38,9
39,28
39
43,92
47,69
54,02
52,99
49,02
47,2
44,05
39,59
39,01
37,95
37,22
37,5
41,05
49,62
58,98
60,08
51,55
48,97
46,99
45,1
44,11
42,11
40,67
38,57
41,73
46,43
48,43
48,08
45,36
45,27
43,27
44,78
43,53
42,36
40,11
39,45
40,93
43,78
45,1
47,28
46,96
42,45
39,85
38,57
38,02
37,11
36,42
35,65
37,83
43,03
46,09
46,28
43,1
40,24
35,08
36,58
35,31
35,03
36,61
37,23
37,01
37,36
38,18
40,36
39,76
37,1
36,4
34,89
33,87
29,75
28,97
31,26
35,04
41,87
44,7
46,74
43,28
38,59
38,11
35,58
37,11
37,17
38,9
37,99
42,6
50,23
58,76
60,33
47,29
43,02
40,24
32,05
30,43
32,04
35,67
35,58
40,96
47,01
49,27
48,56
45,7
42,43
34,97
37,16
35,85
36,66
36,03
35,06
37,42
46,22
52,06
52,21
46,62
40,72
35,7
35,15
32,95
34,52
37,02
39,28
44,5
49,74
52,95
50,32
47,94
43,9
38,8
33,5
32,99
35,02
35,02
35,36
37,94
46,82
50,43
52,23
50,4
48,01
39,72
35,66
34,09
36,12
35,05
35,49
38,73
46,09
49,49
48,09
44,83
41,03
37,29
37,93
37,3
37,24
35,02
35,06
38,07
47,82
51,95
55,31
49,93
44,57
40,39
37,71
30,13
27,12
30,14
34,14
39,4
45,09
49,31
48,19
44,23
43,19
40,96
35,89
32,54
31,71
30,87
32,07
33,99
37,91
40,5
43,83
42,68
37,96
34,32
25,47
5,36
5,02
20,85
27,48
35,3
41,94
43,68
43,2
44,09
43,88
41,62
33,87
31,57
30
30,02
31,5
34,87
38,15
38,6
37,34
37,7
31,03
28,38
26,91
22,8
21,03
24,94
27,94
38,03
44,91
46,92
44,61
43,41
42,5
41,37
36,95
34,02
31,29
31,32
33,22
33,1
34,28
34,02
34
32,23
29,1
29,05
27,47
10
6,27
9,7
22,4
31,88
41,85
46,23
46,08
44,16
41,38
38,34
27,79
19,18
13
10,01
5,51
14,82
5,14
3,46
16,93
6,45
-5,26
-54,91
-62,08
-77,31
-83,01
-79,97
-68,75
-43,07
-0,39
15,06
17,03
2,98
0,03
-18,85
-1,72
-6,95
-9,64
-11,03
-9,56
6,84
29,45
38,82
38,53
27,91
16,47
0,03
-9,98
-9,97
-4,49
0,13
13,08
31,56
38,58
41,11
40,68
36,37
30,09
27,72
24,97
24,57
22,07
17,95
25,01
27,53
40,1
43,18
43,85
41,97
38,85
34,43
29,99
32,52
31,6
31,18
34,02
40,98
46,15
46,03
44,36
42,42
38,1
31
28,12
26,1
27,22
28,65
31,3
37,89
44,13
50,82
48,21
44,41
41,26
37,65
35,22
32
30,51
31,36
34,77
41,21
46,22
57,49
59,9
47,78
42,21
39,04
37
35
33,53
34,88
36,48
39,52
45,48
53,6
56,38
52,94
49,93
46,94
43,96
42,16
40,35
40,51
41,46
45,72
45
49,06
49,66
46,41
41,97
37,05
32,02
30,1
29,05
28,04
27,43
26,76
27,02
31,99
37,22
35,41
32,69
31,99
30,48
27,9
24,95
27,82
30,98
33,1
38,02
39,92
39,25
37,63
36,36
31,57
31,24
29,05
30
29
29,53
29,96
30,71
31,66
32,05
34,41
34,48
35,53
32,6
31,44
30,4
29,77
31,74
35,51
41,68
45,32
47,75
46,07
47,76
44,56
38,53
36,22
35,57
35,01
34,18
36,57
46,82
52,77
56,71
51,3
46,99
45,61
44,06
43
40,67
39,41
39,9
42,4
44,97
47,08
47,81
46,81
44,86
38,43
34
36,07
35
35,24
34,44
37,04
45,62
52,14
60
51,47
47,43
44,85
40,85
36,49
34,98
34,94
35,34
41,3
47,09
54,4
51,76
48,71
46,28
43,41
38
35,2
32,64
31,16
29,56
29,72
27,51
27,6
30,9
29,4
28,88
28,65
21,12
4,9
-2,46
-2,82
1,98
19,61
29,65
34,51
37,25
33,2
35,18
29,96
31,18
27,67
27,21
25,71
26,97
31,93
41,75
45,52
47,18
43,3
39,7
37,32
31,42
31,9
34,32
37
37,48
40,41
45,98
47,18
47,38
45,66
44,72
41,71
33,29
34,9
33,6
32,48
33,1
35,96
41,95
46,99
50,1
47,94
46,9
46,47
43,7
39,84
36,66
35,61
35,47
38,89
42,01
43,96
44,57
44,92
45,37
42,01
39,72
36,77
35,56
34,9
34,98
34,51
35,59
40,87
45
45,07
43,62
42,65
40,56
36,98
34,95
33
32,68
34,11
41,4
44,87
44,81
45,5
45,92
44,3
35,19
32,02
29,04
28,9
29,04
27,94
28,05
29,01
30,7
30,29
28,46
28,73
28,09
26,4
16,12
15,71
21,72
30,7
32,44
38,47
41,32
41,31
42,34
39,71
37,9
34,99
34,92
33,34
33,07
36,35
45,85
51,63
48,84
45,22
44,75
45,04
44,4
44,19
42,08
41,09
41,16
43,87
47,19
54,4
56,14
56,14
55
45,33
42,32
40,98
40,8
40,03
40,03
42,71
51,59
60,16
63,9
57,53
50,61
51,2
47,61
48,94
48
46,77
47,1
48,94
57,45
64,99
68,61
55
50,98
45
44,18
39,03
35,96
35,79
35,08
36,48
44,33
49,44
49,02
46,2
44,66
43,5
42,87
38,19
35,78
34,9
34,38
35,59
37,35
39,19
39,61
38,01
35,24
32,58
33,92
32,01
30,26
30,69
33,1
37,07
45,99
49,92
54,66
52,19
49,95
49,93
49,05
47,76
45,76
45,33
45,54
49,71
49,98
55,05
55,24
49,9
49,07
44
40,1
38,83
37,54
37,25
37,17
39,02
47,63
54,58
56,17
53,07
49,82
46,93
42,7
37,5
37,1
37,06
37,38
42,7
48,9
50,48
51,98
51,45
51,22
48,47
44,06
40
37,94
36,52
37,16
36,83
37,48
39,11
42,17
43
39,2
38,72
36,85
36,22
33,41
32,09
32,09
34,7
37,36
39,9
37,88
37,61
37,26
35,02
35,78
29,56
26,7
22,66
20,91
20,4
23,64
23,04
26,79
20,34
9,93
8,05
9,48
-0,51
-15,06
-22,96
-8,54
9,91
30,34
36,92
40
40,87
41,92
36,02
35,69
29,74
29,37
29,41
30,43
35,73
46,16
53,01
53,01
47,26
40
36,7
34,7
32,74
31,33
30,98
32,06
36,05
43,6
48,95
48,96
47,61
46,88
41,26
38,34
35,83
35,32
34,96
35,6
38,79
48,43
54,76
55,53
46,98
40,71
36,3
34,26
34
33,84
34,04
34,93
37,3
43,95
47,91
48,45
48,36
45,19
40,36
37,1
35,68
35,57
35,44
34,38
36,21
46,65
50,99
55,07
47,82
44,84
40,94
38,77
35,67
35,57
34,28
35,52
40
44,11
45,8
44,37
43,23
43,5
38,91
34,5
34,5
34,01
32,07
33,09
35,05
42,7
47,21
49,3
45,06
44,23
43,93
41,7
39,97
38,87
37,97
35,9
39,05
40,97
42,8
41,58
41,38
40,83
36,79
35,7
35,18
34,25
33,79
34
36,09
41,13
47,06
51,13
49,17
46,27
46,03
44,86
41,6
39,15
38,49
39,04
42,53
48,53
52,92
52,9
49,25
48,32
43,47
37,37
34,39
34,85
34,11
34,76
33,42
33,92
36,24
38,99
37,52
35,12
34,79
33,9
33,05
32,36
33,25
34,1
35,36
43,09
45,08
45,17
44,75
44,96
42
39,66
36,02
35
34,03
34,3
34,03
33,37
34,04
35,07
35,02
34,08
34,1
33,8
29,64
27,41
27,49
30,28
34,47
38,28
42,28
42,34
41,71
43,33
38,94
37,3
35
34,55
34,13
33,77
36,04
48,06
60,87
63,22
57,73
56,63
55,5
51,99
50,29
47,59
46,01
45,1
46,09
47,91
49,39
46,18
45,8
44,17
37,66
35,2
34,44
33,12
31,49
32,37
35,04
40,81
50,08
57,61
55
52,52
51,15
49,85
46,27
44,25
42,65
41,86
44,38
45,95
46,96
44,87
44,11
42,57
36,35
32,66
32,5
29,66
29
29,61
33,09
37,6
46,6
50,35
48,37
45,77
42,41
40,99
38,65
36,99
36,02
35,71
39
42,85
47,47
48,99
48,14
48,45
41,16
35,8
33,32
32,37
31,85
33,03
35,72
40,8
46,77
47,06
40,86
35,85
35,6
35,56
35,74
35,55
36,76
37,57
43,04
48,55
52,38
55,18
52,07
49,41
45,28
39,9
35,24
34,96
34,93
34,79
35,99
44,78
49,9
50,95
45,94
43,78
39,54
37,48
35,85
35,35
35
35,08
36,64
41,64
44,88
45,74
45,77
45,06
41,89
41,97
37,15
35,07
34,03
33,84
33,09
34,05
35,11
37,7
37,56
36,32
35,2
34,24
33,01
31,42
31,35
32,08
34,19
37,48
41,12
44,47
44,71
44,47
40,58
36,4
33,04
29,44
28,59
23,06
18,4
14,63
18,65
24,58
22,61
18,69
19,93
15,31
-3,13
-13,95
-6,54
4,67
21,78
33,01
36,63
37,16
36,59
36,37
32,45
18,67
12,86
12,2
14,09
19,65
28,76
37,32
46,45
43,35
42,37
39,74
39,27
38,03
38
36,43
35,89
35,46
38,52
43,78
46,96
50,59
48,01
