time in s;power in W
900;6455.882
1800;8934.574
2700;8934.574
3600;8934.574
4500;8934.574
5400;8934.574
6300;8934.574
7200;8934.574
8100;8934.574
9000;8934.574
9900;8934.574
10800;8934.574
11700;8934.574
12600;8934.574
13500;8934.574
14400;8934.574
15300;8934.574
16200;8934.574
17100;8934.574
18000;8934.574
18900;8934.574
19800;8934.574
20700;8934.574
21600;8934.574
22500;8934.574
23400;8934.574
24300;8934.574
25200;8934.574
26100;8934.574
27000;8934.574
27900;8934.574
28800;8934.574
29700;8934.574
30600;8934.574
31500;8934.574
32400;8934.574
33300;8934.574
34200;8934.574
35100;8934.574
36000;8934.574
36900;8934.574
37800;8934.574
38700;8934.574
39600;8934.574
40500;8934.574
41400;8934.574
42300;8934.574
43200;8934.574
44100;8934.574
45000;8934.574
45900;8934.574
46800;8934.574
47700;8934.574
48600;8934.574
49500;8934.574
50400;8934.574
51300;8934.574
52200;8934.574
53100;8934.574
54000;8934.574
54900;8934.574
55800;8934.574
56700;8934.574
57600;8934.574
58500;8934.574
59400;8934.574
60300;8934.574
61200;8934.574
62100;8934.574
63000;8934.574
63900;8934.574
64800;8934.574
65700;8934.574
66600;8934.574
67500;8934.574
68400;8934.574
69300;8934.574
70200;8934.574
71100;8934.574
72000;8934.574
72900;8934.574
73800;8934.574
74700;8934.574
75600;8934.574
76500;8934.574
77400;8934.574
78300;8934.574
79200;8934.574
80100;8934.574
81000;8934.574
81900;8934.574
82800;8934.574
83700;8934.574
84600;8934.574
85500;8934.574
86400;8934.574
87300;8934.574
88200;8934.574
89100;8934.574
90000;8934.574
90900;8934.574
91800;8934.574
92700;8934.574
93600;8934.574
94500;8934.574
95400;8934.574
96300;8934.574
97200;8934.574
98100;8934.574
99000;8934.574
99900;8934.574
100800;8934.574
101700;8934.574
102600;8934.574
103500;8934.574
104400;8934.574
105300;8934.574
106200;8934.574
107100;8934.574
108000;8934.574
108900;8934.574
109800;8934.574
110700;8934.574
111600;8934.574
112500;8934.574
113400;8934.574
114300;8934.574
115200;8832.787
116100;8661.378
117000;8484.312
117900;8306.363
118800;8096.3804
119700;7818.6787
120600;7486.7485
121500;7136.0337
122400;6788.7344
123300;6463.6436
124200;6167.7803
125100;5917.389
126000;5766.2534
126900;5733.4326
127800;5762.9385
128700;5780.1807
129600;5770.5093
130500;5755.76
131400;5751.0957
132300;5761.15
133200;5788.943
134100;5800.44
135000;5785.725
135900;5760.047
136800;5730.596
137700;5692.386
138600;5645.7
139500;5597.363
140400;5553.1885
141300;5533.1587
142200;5552.938
143100;5601.2876
144000;5657.7314
144900;5707.315
145800;5738.0073
146700;5746.3843
147600;5743.2847
148500;5760.22
149400;5810.3726
150300;5883.341
151200;5969.0938
152100;6101.6357
153000;6306.347
153900;6561.458
154800;6844.2153
155700;7084.309
156600;7231.1255
157500;7305.728
158400;7335.1025
159300;7352.0024
160200;7381.1855
161100;7417.579
162000;7453.215
162900;7491.449
163800;7528.975
164700;7563.096
165600;7591.183
166500;7602.7466
167400;7589.62
168300;7557.7476
169200;7515.204
170100;7480.498
171000;7470.8013
171900;7481.738
172800;7500.369
173700;7501.93
174600;7481.807
175500;7445.75
176400;7399.9565
177300;7347.621
178200;7293.688
179100;7239.437
180000;7184.8047
180900;7135.657
181800;7101.0093
182700;7085.6045
183600;7080.679
184500;7071.194
185400;7051.2363
186300;7022.06
187200;6988.0654
188100;6959.575
189000;6944.2046
189900;6940.214
190800;6937.804
191700;6924.083
192600;6896.2334
193500;6857.0586
194400;6810.1206
195300;6686.415
196200;6443.3164
197100;6113.102
198000;5733.1396
198900;5373.7783
199800;5093.6914
200700;4872.5913
201600;4685.5522
202500;4530.465
203400;4409.8022
204300;4327.5684
205200;4274.0806
206100;4230.7188
207000;4186.27
207900;4140.512
208800;4094.6763
209700;4050.8447
210600;4008.0503
211500;3961.4097
212400;3892.3347
213300;3789.6812
214200;3669.7456
215100;3560.3596
216000;3482.7158
216900;3449.2148
217800;3454.6455
218700;3479.067
219600;3513.9988
220500;3554.2788
221400;3590.8118
222300;3617.774
223200;3632.2996
224100;3628.7356
225000;3616.0151
225900;3605.4841
226800;3599.855
227700;3599.6433
228600;3603.955
229500;3606.8894
230400;3605.537
231300;3596.4119
232200;3578.32
233100;3553.4304
234000;3525.9526
234900;3509.9543
235800;3513.756
236700;3533.4668
237600;3562.4858
238500;3640.7346
239400;3799.4614
240300;4014.584
241200;4262.5347
242100;4484.666
243000;4631.596
243900;4724.1406
244800;4783.258
245700;4831.821
246600;4884.969
247500;4940.8057
248400;4997.928
249300;5054.181
250200;5104.632
251100;5150.331
252000;5195.4375
252900;5242.8516
253800;5309.43
254700;5405.0986
255600;5512.303
256500;5611.3784
257400;5702.9517
258300;5788.231
259200;5865.825
260100;5928.952
261000;5976.4287
261900;6010.6533
262800;6035.5664
263700;6052.7314
264600;6065.218
265500;6073.5654
266400;6079.8047
267300;6087.0815
268200;6099.7476
269100;6116.945
270000;6134.8374
270900;6149.5386
271800;6159.393
272700;6163.6636
273600;6162.578
274500;6154.764
275400;6140.941
276300;6121.9507
277200;6102.558
278100;6090.2036
279000;6091.878
279900;6107.8125
280800;6127.8687
281700;6068.7075
282600;5870.4624
283500;5571.747
284400;5212.71
285300;4856.105
286200;4563.34
287100;4313.88
288000;4086.7417
288900;3890.1917
289800;3734.2878
290700;3636.3577
291600;3583.9807
292500;3553.866
293400;3533.4246
294300;3517.8945
295200;3505.643
296100;3497.3005
297000;3490.4558
297900;3481.6365
298800;3467.5803
299700;3448.949
300600;3431.5437
301500;3419.8218
302400;3415.7983
303300;3429.3372
304200;3458.1462
305100;3491.1707
306000;3522.013
306900;3539.5828
307800;3541.1338
308700;3537.3562
309600;3540.3347
310500;3545.84
311400;3542.0498
312300;3528.4001
313200;3505.268
314100;3485.553
315000;3481.0022
315900;3487.3936
316800;3500.5188
317700;3521.8945
318600;3551.258
319500;3586.9282
320400;3626.5994
321300;3677.165
322200;3732.7744
323100;3786.7195
324000;3842.4812
324900;3948.8423
325800;4134.2144
326700;4377.2583
327600;4654.979
328500;4903.1914
329400;5068.561
330300;5175.2095
331200;5246.033
332100;5306.5425
333000;5372.1465
333900;5440.6865
334800;5510.9873
335700;5586.441
336600;5665.6733
337500;5746.313
338400;5827.4233
339300;5900.2153
340200;5961.2554
341100;6016.6323
342000;6065.806
342900;6110.95
343800;6153.9355
344700;6195.342
345600;6238.1045
346500;6278.283
347400;6314.0913
348300;6346.9907
349200;6375.6055
350100;6398.7104
351000;6416.984
351900;6431.5103
352800;6442.8203
353700;6450.894
354600;6457.215
355500;6461.8794
356400;6467.953
357300;6476.097
358200;6493.746
359100;6521.982
360000;6554.9844
360900;6583.509
361800;6605.5234
362700;6622.232
363600;6633.3237
364500;6638.746
365400;6641.546
366300;6641.7725
367200;6639.1284
368100;6559.098
369000;6352.5347
369900;6046.7373
370800;5658.6333
371700;5232.8774
372600;4808.373
373500;4383.642
374400;3954.3806
375300;3545.8533
376200;3231.868
377100;2968.8445
378000;2791.6577
378900;2774.7295
379800;2842.8445
380700;2891.8262
381600;2845.0686
382500;2703.0706
383400;2523.4316
384300;2368.7566
385200;2256.0605
386100;2169.4658
387000;2087.3318
387900;1995.9875
388800;1890.5134
389700;1784.1571
390600;1690.0475
391500;1609.3157
392400;1537.557
393300;1461.649
394200;1373.7205
395100;1276.3823
396000;1186.6508
396900;1112.3726
397800;1054.388
398700;1039.112
399600;1141.9209
400500;1387.7084
401400;1706.6676
402300;1975.2726
403200;2167.7449
404100;2303.5625
405000;2400.5881
405900;2469.6614
406800;2517.8354
407700;2558.0298
408600;2603.643
409500;2651.8738
410400;2698.9048
411300;2785.0288
412200;2948.676
413100;3164.9668
414000;3415.2637
414900;3642.0574
415800;3797.571
416700;3905.9736
417600;3984.955
418500;4052.2502
419400;4123.2324
420300;4197.262
421200;4271.1523
422100;4342.0347
423000;4408.0576
423900;4469.928
424800;4528.0244
425700;4574.6797
426600;4604.205
427500;4620.486
428400;4629.1577
429300;4644.593
430200;4672.23
431100;4710.242
432000;4754.448
432900;4798.1
433800;4832.5024
434700;4860.819
435600;4883.847
436500;4901.037
437400;4914.7075
438300;4925.3413
439200;4936.518
440100;4949.239
441000;4962.867
441900;4977.906
442800;4994.7373
443700;5014.484
444600;5035.9126
445500;5058.31
446400;5081.6025
447300;5105.362
448200;5129.0703
449100;5152.4404
450000;5175.0767
450900;5196.7446
451800;5213.32
452700;5224.951
453600;5235.655
454500;5183.661
455400;5011.0576
456300;4748.2344
457200;4416.825
458100;4067.1494
459000;3752.4233
459900;3443.1492
460800;3119.2144
461700;2814.7358
462600;2548.446
463500;2354.3628
464400;2189.0532
465300;2012.4362
466200;1900.1592
467100;1867.8159
468000;1865.1663
468900;1855.0897
469800;1817.0011
470700;1734.0994
471600;1579.7081
472500;1350.6147
473400;1102.5316
474300;916.83746
475200;849.1584
476100;912.5312
477000;1057.2047
477900;1194.6962
478800;1294.3641
479700;1348.724
480600;1357.906
481500;1344.0388
482400;1322.1902
483300;1292.7317
484200;1258.3563
485100;1242.5308
486000;1302.3236
486900;1460.5405
487800;1671.0374
488700;1844.4966
489600;1964.2249
490500;2049.2444
491400;2118.1548
492300;2177.0874
493200;2229.6812
494100;2289.615
495000;2362.947
495900;2446.372
496800;2536.7717
497700;2668.9043
498600;2878.9314
499500;3142.1704
500400;3437.6113
501300;3700.7432
502200;3880.2705
503100;3999.7524
504000;4082.794
504900;4156.4243
505800;4238.0615
506700;4326.773
507600;4423.2427
508500;4532.551
509400;4659.6084
510300;4802.445
511200;4954.3687
512100;5090.099
513000;5196.9365
513900;5282.873
514800;5355.702
515700;5431.641
516600;5518.047
517500;5611.9077
518400;5709.7466
519300;5802.2754
520200;5882.825
521100;5954.4497
522000;6018.0767
522900;6074.217
523800;6122.7734
524700;6162.959
525600;6197.7847
526500;6231.6064
527400;6267.8853
528300;6305.698
529200;6343.704
530100;6379.4067
531000;6411.9937
531900;6438.6616
532800;6457.6323
533700;6463.7383
534600;6450.206
535500;6416.6235
536400;6374.5894
537300;6339.2344
538200;6314.998
539100;6299.0674
540000;6285.855
540900;6196.9556
541800;5972.607
542700;5648.2627
543600;5252.53
544500;4850.875
545400;4503.48
546300;4202.826
547200;3939.3103
548100;3722.522
549000;3563.968
549900;3476.1128
550800;3424.8474
551700;3377.2346
552600;3317.5437
553500;3238.386
554400;3124.2622
555300;2979.2056
556200;2831.782
557100;2713.298
558000;2627.2834
558900;2562.5469
559800;2508.9238
560700;2461.4346
561600;2417.0542
562500;2383.1
563400;2365.9114
564300;2358.9004
565200;2357.079
566100;2349.663
567000;2325.2883
567900;2282.5608
568800;2214.8364
569700;2111.414
570600;1979.842
571500;1866.004
572400;1851.9155
573300;1970.0818
574200;2162.0796
575100;2320.6033
576000;2423.1309
576900;2488.7495
577800;2535.6477
578700;2570.7043
579600;2599.0845
580500;2636.764
581400;2695.946
582300;2774.4695
583200;2866.1572
584100;3003.139
585000;3215.0017
585900;3478.1636
586800;3770.0742
587700;4027.3845
588600;4190.7637
589500;4283.669
590400;4339.342
591300;4399.145
592200;4484.237
593100;4590.832
594000;4709.8145
594900;4834.9556
595800;4963.671
596700;5093.5664
597600;5219.998
598500;5325.3394
599400;5399.1475
600300;5448.18
601200;5482.699
602100;5519.546
603000;5567.315
603900;5624.183
604800;5686.209
605700;5742.7397
606600;5787.741
607500;5823.1772
608400;5849.9473
609300;5867.9697
610200;5877.463
611100;5877.8433
612000;5871.555
612900;5857.97
613800;5839.1357
614700;5818.1777
615600;5797.4653
616500;5785.306
617400;5780.935
618300;5781.7974
619200;5786.0107
620100;5792.589
621000;5799.6763
621900;5807.122
